"公司代號","公司名稱","公司簡稱","產業類別","外國企業註冊地國","住址","營利事業統一編號","董事長","總經理","發言人","發言人職稱","代理發言人","總機電話","成立日期","上市日期","普通股每股面額","實收資本額(元)","已發行普通股數或TDR原發行股數","私募普通股(股)","特別股(股)","編製財務報告類型","普通股盈餘分派或虧損撥補頻率","普通股年度(含第4季或後半年度)現金股息及紅利決議層級","股票過戶機構","過戶電話","過戶地址","簽證會計師事務所","簽證會計師1","簽證會計師2","英文簡稱","英文通訊地址","傳真機號碼","電子郵件信箱","公司網址","投資人關係聯絡人","投資人關係聯絡人職稱","投資人關係聯絡電話","投資人關係聯絡電子郵件","公司網站內利害關係人專區網址"
"2023","燁輝企業股份有限公司","燁輝","鋼鐵工業","－","高雄市橋頭區芋寮路369號","	75947936","林義守","張振武","田文中","助理副總經理","黃茂烈","(07)611-7181","1978/04/14","1995/07/28",新台幣                 10.0000元,19758649940,1975864994,0,0,合併,每年,董事會,"燁輝企業股份有限公司股東服務課","(02)2395-6780","台北市北平東路30號15樓","國富浩華聯合會計師事務所","黃鈴雯","蔡淑滿","YP","No. 369, Yuliao Road, Qiaotou DistrictKaohsiung City 82544, Taiwan (R.O.C.)","(07)612-3720","stock@yiehphui.com.tw","http://www.yiehphui.com.tw","黃茂烈","協理","07-6117042","stock@yiehphui.com.tw","http://www.yiehphui.com.tw"
"2024","志聯工業股份有限公司","志聯","鋼鐵工業","－","桃園市新屋區中興路480號","	43633504","潘仲良","謝陳旺","邱明垣","協理","林信安","(03)4772797","1973/09/03","1995/12/30",新台幣                 10.0000元,975000000,97500000,0,0,個別,每年,股東會,"群益金鼎證券股份有限公司","(02)27023999","台北市大安區敦化南路二段97號B2","安侯建業聯合會計師事務所","黃柏淑","吳仲舜","CHIH LIEN","NO.480,CHUNG SHING  RD.SHIN WU DISTRICT,TAO-YUAN CITY TAIWAN,R.O.C.","(03)4770875","anny@mail.chihlien.com.tw","http://www.chihlien.com.tw","邱明垣","協理","0921888239","bruce@mail.chihlien.com.tw","http://www.chihlien.com.tw"
"2025","千興不銹鋼(股)公司","千興","鋼鐵工業","－","台南市麻豆區小埤里工業路222號","	70005915","葉碩堂","葉碩堂","葉碩堂","董事長","黃靜雯","(06)5703271","1972/05/08","1996/02/08",新台幣                 10.0000元,2811672620,281167262,0,0,個別,每年,股東會,"宏遠證券(股)公司","(02)77198899","台北市大安區信義路4段236號3樓","致遠聯合會計師事務所","呂瑞文","曾瑞燕","CSSSC","NO.222,INDUSTRY ROAD,MATOUTAINAN,TAIWAN,R.O.C","(06)5700296","service@msa.csssc.com.tw","www.csssc.com.tw","黃靜雯","財務處處長","(06)5703271#125","janine.huang@msa.csssc.com.tw","http://www.csssc.com.tw/tw/about_stakeholder.htm"
"2027","大成不銹鋼工業股份有限公司","大成鋼","鋼鐵工業","－","台南市仁德區新田二街125號","	22318348","謝麗雲","謝榮坤","林炳文","經理","張地金","06-2701756","1986/11/27","1996/10/24",新台幣                 10.0000元,20285505120,2028550512,0,0,合併,每年,股東會,"統一綜合證券股份有限公司","02-27463797","台北市東興路8號地下一樓","勤業眾信聯合會計師事務所","李季珍","楊朝欽","TC","No.125, HSIN TIEN 2ND ST., HSIN-TIENJENG-TEN, TAINAN, TAIWAN, R.O.C.","06-2706354","iris@tachen.com.tw","www.tachen.com.tw","林炳文","經理","06-2701756#6007","leuis@tachen.com.tw","www.tachen.com.tw/download/contact.pdf"
"2028","威致鋼鐵工業股份有限公司","威致","鋼鐵工業","－","台南市官田區南部里南部123號","	69771636","郭素惠","郭素惠","郭素惠","總經理","林華章","06-5790213","1982/10/27","1996/12/13",新台幣                 10.0000元,3257148000,325714800,0,0,個別,每季,董事會,"福邦證券股份有限公司","(02)2371-1658","台北市中正區忠孝西路一段6號6樓","國富浩華聯合會計師事務所","謝仁耀","蘇炳章","WEI CHIH","NO.123, Nan Pu Village, Kuan Tien Distrect,Tainan City, Taiwan, R.O.C","886-6-5790441","ws002@ms29.hinet.net","www.weichih.com.tw","李月琴","副理","06-5790213  #204","ws002@ms29.hinet.net","www.weichih.com.tw"
"2029","盛餘股份有限公司","盛餘","鋼鐵工業","－","高雄市小港區中林路11號","	79837539","北村宗一","洪世強","洪世強","總經理","吳明鴻,陳景熙","(07)871-9000","1973/05/19","1997/01/11",新台幣                 10.0000元,3211800000,321180000,0,0,合併,每年,董事會,"台新綜合證券股務代理部","(02)2504-8125","台北市建國北路一段96號地下一樓","勤業眾信聯合會計師事務所","郭麗園","許瑞軒","SYSCO","No.11, Chung Lin Rd., Hsiao Kang,Kaohsiung, 81260 Taiwan, R.O.C.","(07)871-8014","fa@shengyusteel.com","www.shengyusteel.com","楊東龍","業務部營業企劃處處長","(07)8715433","lo_yang@shengyusteel.com","https://shengyusteel.com/www/main/concern.aspx"
"2030","彰源企業股份有限公司","彰源","鋼鐵工業","－","雲林縣斗六市工業區工業路122號","	60330130","張炳耀","張炳耀","張鑫達","副董事長","廖葵玲","886-5-5571668","1984/10/05","1998/12/24",新台幣                 10.0000元,2805260270,280526027,0,0,合併,每年,股東會,"凱基證券股份有限公司","02-23148800","臺北市重慶南路一段2號5樓","勤業眾信聯合會計師事務所","蘇定堅","吳少君","FROCH","No.122 Industrial RoadTou-Liu City Yun-Lin Taiwan R.O.C","886-5-5571665","investors@froch.com","www.froch.com","張鑫達","副董事長","05-5571668","hsin-ta.chang@froch.com","http://www.froch.com/TCHI/Stakeholders.php"
"2031","新光鋼鐵股份有限公司","新光鋼","鋼鐵工業","－","新北市三重區重新路4段97號25樓","	35836625","粟明德","粟明德","許昭郎","副總經理","高登貴","02-2978-8888","1967/01/01","2000/09/11",新台幣                 10.0000元,3211463410,321146341,0,0,合併,每年,股東會,"統一綜合證券股份有限公司","02-2746-3797","台北市東興路八號地下一樓","勤業眾信聯合會計師事務所","姚勝雄","林淑如","Hkssteel","25FL,.No.97,SEC.4,Chung-Sing RD.,San-Chung City,Taipei  Taiwan R.O.C","02-2978-3168","hkssteel@ms4.hinet.net","www.hkssteel.com.tw","許昭郎","副總經理","02-2978-8888-2236","irp_mail@hksteel.com.tw","https://www.hkssteel.com.tw/#"
"2032","新鋼工業股份有限公司","新鋼","鋼鐵工業","－","新北市新莊區大安路8號","	34008635","富巨春股份有限公司代表人鄭毅宏","成主賜","唐英貴","營運部門經理","曾國良","02-22020152","1971/07/10","2000/09/11",新台幣                 10.0000元,1305215450,130521545,0,0,個別,每年,董事會,"永豐金證券股份有限公司股代部","02-23816288","北市博愛路17號3F","國富浩華聯合會計師事務所","王戊昌","林志隆","Sinkang","No.8, Dah An Road., Xinzhuang Dist.,New Taipei City242 , TaiwanR.O.C.","02-22059856","sinkang@sinkang.com.tw","www.sinkang.com.tw","唐英貴","經理","02-22020152#2011","luckyman@sinkang.com.tw","www.sinkang.com.tw"
"2033","佳大世界股份有限公司","佳大","鋼鐵工業","－","台南市永康區鹽行里中正北路三一七巷十六號","	72072615","吳大和","陳正平","王秋月","財務主管","曾科誠","(06)253-3117","1973/04/23","2000/09/11",新台幣                 10.0000元,806945360,80694536,0,0,個別,每年,股東會,"元大證券公司股務代理部","(02)25863117","台北市大同區承德路三段210號地下一樓","南台聯合會計師事務所","丁澤祥","蔡玉琴","CHIA TA","NO.16. LANE 317. CHUNG CHENG NORTH ROAD.  YONG KANG DISTRICT.TAINAN CITY TAIWAN.","(06)253-7301","r2533117@ms14.hinet.net","http://www.ctworld.com.tw/","王秋月","財務主管","06-2533117","r2533117@ms14.hinet.net","http://www.ctworld.com.tw/%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA%E5%B0%88%E5%8D%80.html"
"2034","允強實業股份有限公司","允強","鋼鐵工業","－","彰化縣溪州鄉舊眉村中山路四段二七０號","	59068700","張金鈺","張金鈺","詹烈麟","財務部副總經理","李味麗","04-889-9666","1973/01/31","2001/09/17",新台幣                 10.0000元,4474265450,447426545,0,0,合併,每年,股東會,"永豐金證券(股)公司股務代理部","02-2381-6288","台北市中正區博愛路17號3樓","勤業眾信聯合會計師事務所","曾棟鋆","蔣淑菁","YC","No.270,Sec.4,Jungshan Rd.,Shijou Township,Chang-Hwa,Taiwan","04-889-9766","yf@ycinox.com","http://www.ycinox.com","詹烈麟","財務部副總經理","04-889-9776","yftony@ycinox.com","http://www.ycinox.com"
"2038","海光企業股份有限公司","海光","鋼鐵工業","－","高雄市小港區沿海二路12號","	75470524","黃韋翰","黃燦明","楊建璋","財務部副總","吳郁慧","(07)8021011","1969/03/21","2008/12/30",新台幣                 10.0000元,1812645220,181264522,0,0,合併,每年,股東會,"兆豐證券股份有限公司","02-33930898","台北市忠孝東路二段95號1樓","勤業眾信聯合會計師事務所","王兆群","吳長駿","HAIKWANG　　","12, YEN HAI 2ND ROAD, 　　KAOHSIUNG, TAIWAN, R.O.C.　　","(07)8022030","hk@haikwang.com.tw","www.haikwang.com.tw","楊建璋","財務部副總","07-8021011-220","hk1244@haikwang.com.tw","https://web.hocom.tw/h/DataDetail?key=986075855303&cont=332623"
"2049","上銀科技股份有限公司","上銀","電機機械","－","台中市南屯區文山里精科路7號","	23503047","卓文恒","蔡惠卿","廖克皇","助理總經理","吳月琴","04-23594510","1989/10/11","2009/06/26",新台幣                 10.0000元,3537922400,353792240,0,0,合併,每年,董事會,"元大證券股份有限公司","02-25865859","台北市承德路三段210號B1","勤業眾信聯合會計師事務所","吳麗冬","顏曉芳","HIWIN","NO. 7,Jingke Road.,Nantun District.,Taichung 408 ,Taiwan 　　Taichung,Taiwan　","04-23594420","ir@hiwin.tw","http://www.hiwin.tw","廖克皇","助理總經理","04-23594510#1332","LEOLIAO@HIWIN.TW","http://www.hiwin.tw"
"2059","川湖科技股份有限公司","川湖","電子零組件業","－","高雄市路竹區順安路275巷136號","	22274989","林聰吉","林淑珍","王俊強","執行副總","蔡秋貞","(07)9599688","1986/09/22","2008/06/25",新台幣                 10.0000元,952970720,95297072,0,0,合併,每年,股東會,"中國信託商業銀行代理部","(02)6636-5566","台北市中正區重慶南路1段83號5樓","勤業眾信聯合會計師事務所","陳珍麗","江佳玲","king slide　","No. 136, Lane 275, Shun An Rd, Lu Chu District,Kaohsiung City, Taiwan R.O.C","(07)6967018","ir@kingslide.com","http://www.kingslide.com","林浩澤","投資人關係","(07)9761688分機7168","ir@kingslide.com","https://www.kingslide.com/about_csr_stakeholder/"
"2062","橋椿金屬股份有限公司","橋椿","居家生活","－","台中市西屯區市政路386號22樓~23樓","	59353423","楊慶祺","楊慶祺","吳永富","財務處協理","林美慧","04-22582062","1984/07/09","2007/11/16",新台幣                 10.0000元,1999941520,199994152,0,0,合併,每年,董事會,"元大證券股份有限公司","(02)2586-5859","台北市承德路三段210號地下一樓","勤業眾信聯合會計師事務所","吳少君","吳麗冬","SSM","22F~23F.,NO.386,Shizheng RoadTaichung City,Taiwan R.O.C.","04-25658889","ir@sunspring.com.tw","http://www.sunspring.com.tw","吳永富","協理","04-22582062","ir@sunspring.com.tw","www.sunspring.com.tw"
"2069","運錩鋼鐵股份有限公司","運錩","鋼鐵工業","－","高雄市前金區中正四路235號13樓之1","	22533297","顏德和","顏德和","朱培誠","財會部協理","張云&#28702;","(07)969-5858","1987/07/24","2016/03/22",新台幣                 10.0000元,1663868360,166386836,0,0,合併,每年,股東會,"台新證券股務代理部","(02)2504-8125","台北市建國北路一段96號地下一樓","勤業眾信聯合會計師事務所","許凱甯","吳秋燕","YC","13F, NO 235, JUNGJENG 4TH ROAD, CHIANJIN CHIUKAOHSIUNG, TAIWAN","(07)968-5768","info@yuenchang.com.tw","www.yuenchang.com.tw","黃雅嵐","副理","(07)9695858#138","landy@yuenchang.com.tw","www.yuenchang.com.tw"
"2101","南港輪胎股份有限公司","南港","橡膠工業","－","台北市大安區仁愛路三段136號6樓608室","	11520909","郭林諒","林君穎","郭美航","財務部協理","鄧成華","27071000","1959/02/25","1963/11/01",新台幣                 10.0000元,8339349040,833934904,0,0,合併,每半會計年度,董事會,"元大證券股份有限公司","(02)2586-5859","台北市大同區承德路三段210號地下一樓","正風聯合會計師事務所","吳欣亮","鄭憲修","NK","SUITE 608,FL.6,NO.136,SEC.3,JEN AI ROAD,TAIPEI.TAIWAN,R.O.C.","27065993","n608@ms14.hinet.net","http://www.nankang-tyre.com","郭美航","財務部協理","27071000#215","meihang@nankang.com.tw","http://www.nankang-tyre.com"
"2102","泰豐輪胎股份有限公司","泰豐","橡膠工業","－","桃園市觀音區環西路369號","	44721408","陳恒寬","陳恒寬(兼任)","呂新義","財務處處長","李信諭","03-4522156","1955/11/23","1979/07/16",新台幣                 10.0000元,4733292070,473329207,0,0,合併,每半會計年度,董事會,"元大證券股份有限公司","02-2586-5859","台北巿承德路三段210號地下一樓","正風聯合會計師事務所","周銀來","彭莉真","FEDERAL CORP","No.369, Huanxi Rd., Guanyin Dist.,Taoyuan City 328451, Taiwan","03-4616357","hylu@federaltire.com.tw","http://www.federalcorporation.com/","呂新義","財務處處長","03-4522156#13000","hylu@federaltire.com.tw","http://www.federalcorporation.com/"
"2103","台橡股份有限公司","台橡","橡膠工業","－","高雄市大社區興工路2號","	03553737","殷琪","蔡偉強","王文淵","副總經理","林政男","07-3513811","1973/11/22","1982/09/25",新台幣                 10.0000元,8257099780,825709978,0,0,合併,每年,董事會,"永豐金證券股份有限公司","02-23816288","台北市博愛路17號3樓","安侯建業聯合會計師事務所","黃柏淑","黃明宏","TSRC","No.2, Singgong Rd., Dashe Dist.,Kaohsiung City 815, Taiwan, R.O.C.","07-3514705","spokesman@tsrc-global.com","www.tsrc.com.tw","林政男","資深協理","02-37016135","thomas.c.lin@tsrc-global.com","https://www.tsrc.com.tw/tw/sustainability/stakeholders/"
"2104","國際中橡投資控股股份有限公司","國際中橡","橡膠工業","－","台北市中山北路二段113號8樓","	04382114","辜公怡","黃柏松","黃柏松","總經理","李佳紋","02-2531-6556","1973/06/15","1986/07/15",新台幣                 10.0000元,9847336250,984733625,0,0,合併,每年,股東會,"中國信託商業銀行代理部","02-6636-5566","台北市重慶南路一段83號5樓","勤業眾信聯合會計師事務所","龔則立","黃秀樁","CSRC","8th Fl., No.113, Section 2, Zhongshan N. RoadTaipei 104, Taiwan. R.O.C.","02-25316558","sinclair.huang@csrcgroup.com","http://www.csrcgroup.com","江俞庭","資深管理師","02-25316556","csrcir@csrcgroup.com","http://www.csrcgroup.com"
"2105","正新橡膠工業股份有限公司","正新","橡膠工業","－","彰化縣大村鄉黃厝村美港路215號","	59504506","陳榮華","李進昌","羅永勵","財務部副總經理","廖正耀","(04)8525151","1969/12/19","1987/12/07",新台幣                 10.0000元,32414155360,3241415536,0,0,合併,每年,董事會,"元大證券股份有限公司股務代理部","(02)25865859","台北市大同區承德路3段210號B1","資誠聯合會計師事務所","吳郁隆","周建宏","CST","215MEEI-KONG RD, TA-TSUNCHANG-HWA, TAIWAN","(04)8526468","CST001@MS1.HINET.NET","WWW.CST.COM.TW","羅永勵","財務部副總經理","048525151#715","yllo@tw.maxxis.com","www.cst.com.tw"
"2106","建大工業股份有限公司","建大","橡膠工業","－","彰化縣員林市中山路一段一四六號","	59619900","楊啟仁","陳昭榮","劉桂君","協理","楊雅婷","04-8345171","1962/03/30","1990/12/20",新台幣                 10.0000元,9548900000,954890000,0,0,合併,每年,董事會,"中信銀代理部","02-66365566","台北市重慶南路一段八十三號五樓","勤業眾信聯合會計師事務所","王儀雯","曾棟鋆","KENDA","No.146,Sec.1, Chung Shan Road, Yuan-LinTaiwan, R.O.C","04-8331865","f1300@kenda.com.tw","http://www.kendatire.com","劉桂君","協理","04-8345171-310","chun@kenda.com.tw","http://csr.kenda.com.tw/"
"2107","厚生股份有限公司","厚生","橡膠工業","－","臺北市漢口街一段82號8樓","	03283306","徐正材","徐正己","黃慧女闌","協理","鄭勝元","(02)23700988","1963/01/22","1992/03/03",新台幣                 10.0000元,3035934000,303593400,0,0,合併,每年,董事會,"台新證券股務代理部","(02)25048125","台北市建國北路一段96號B1","正風聯合會計師事務所","周銀來","賴永吉","FRG","8F,NO.82,HAN-KO ST., SEC.1,TAIPEI,TAIWAN,R.O.C.","(02)23123313","sport@frgco.com.tw","www.frg.com.tw","黃慧女闌","協理","(02)23700988","invest@frgco.com.tw","www.frg.com.tw"
"2108","南帝化學工業股份有限公司","南帝","橡膠工業","－","高雄市林園區工業一路九號","	12209807","楊東源","許建祝","黃勝仲","協理","葉榮義","(07)6413621","1979/01/10","1992/10/27",新台幣                 10.0000元,4924166590,492416659,0,0,合併,每年,董事會,"統一綜合證券股份有限公司","(02)27463797","台北市松山區東興路8號B1F","資誠聯合會計師事務所","徐惠榆","林姿妤","NANTEX","NO.9,INDUSTRIAL 1ST ROAD LIN-YUAN DISTRICTKAOHSIUNG CITY,TAIWAN,R.O.C.","(07)6424828","nantex@nantex.com.tw","www.nantex.com.tw","黃勝仲","協理","(06)2377700","nantex@nantex.com.tw","www.nantex.com.tw"
"2109","華豐橡膠工業股份有限公司","華豐","橡膠工業","－","彰化縣大村鄉村上村中山路二段300號","	59760104","沈國榮","王嶠奇","吳品儀","副總經理","林文成","(04)852-0121","1959/05/27","2000/05/08",新台幣                 10.0000元,2793491340,279349134,0,0,合併,每半會計年度,董事會,"群益金鼎證券股份有限公司","(02)27035000","10601台北市大安區敦化南路二段97號B2","資誠聯合會計師事務所","吳松源","徐建業","HWA FONG","No.300, Chung Shan Road, Sec .2, Ta Tsun Hsiang, Chang Hwa HsienChang Hwa Hsien 515, Taiwan (R.O.C.)","(04)852-7704","durofina@duro.com.tw","www.duro.com.tw","李員吉","財務長","04-8520121#21800","louislee@duro.com.tw","https://www.duro.com.tw/tw/investor/stakeholder/"
"2114","鑫永銓股份有限公司","鑫永銓","橡膠工業","－","南投市南崗工業區南崗三路294號","	51704734","林季進","林季佑","胡美惠","特別助理","林秋紅","049-2263888","1969/08/22","2010/12/29",新台幣                 10.0000元,779917070,77991707,0,0,個別,每年,董事會,"群益金鼎證券股份有限公司","02-27023999","台北市敦化南路二段97號B2","資誠聯合會計師事務所","吳松源","洪淑華","HYC","NO.294 NAN KUNG 3RDNAN KUNG INDUSTRIAL ZONE,NANTOU,TAIWAN.","049-2263901","hyc2@hyc-king.com","www.hyc-king.com","胡美惠","特別助理","049-2263888","hyc2@hyc-king.com","https://www.hyc-king.com/investor_tw_6.php"
"2115","六暉控股股份有限公司","六暉-KY","汽車工業","KY","The Grand Pavilion Commercial Centre, Oleander Way, 802 West","	38773146","許廉凱","許秀華","張琪琪","總經理室協理","吳科里","04-8748122","2009/10/19","2013/12/25",新台幣                 10.0000元,994030130,99403013,0,0,合併,每年,股東會,"永豐金證券股務代理部","(02)2381-6288","台北市博愛路17號3樓","國富浩華聯合會計師事務所","邵朝彬","黃千真","LU HAI","NO. 64, Shing-Kong 5 Rd., Tien-Chung Industrial District, Tien-Chung,Chang-Hua Taiwan(R.O.C)","04-8747116","luhai.lhh@luhai.com.tw","http://www.luhai.com.tw","張琪琪","總經理室協理","0937462115","spokesman@luhai.com.tw","http://www.luhai.com.tw/ch/investor_detail.asp?id=7"
"2201","裕隆汽車製造股份有限公司","裕隆","汽車工業","－","苗栗縣三義鄉西湖村伯公坑39號之1","	03489200","嚴陳莉蓮","姚振祥","羅文邑","協理","謝曛圭","037-871801","1953/09/10","1976/07/08",新台幣                 10.0000元,10700000000,1070000000,0,0,合併,每年,股東會,"裕隆汽車製造股份有限公司股務組","02-25156421","台北市南京東路二段150號7樓","勤業眾信聯合會計師事務所","郭俐雯","戴信維","YL","39-1,PO KONG KENG,SAN YI, MIAO LI HSIEN,TAIWAN R.O.C","037-874790","webmaster@yulon-motor.com.tw","www.yulon-motor.com.tw","羅文邑","協理","037-871801-2901","wy.lo@yulon-motor.com.tw","http://www.yulon-motor.com.tw/csr_stakeholder.aspx"
"2204","中華汽車工業股份有限公司","中華","汽車工業","－","台北市敦化南路二段二號十一樓","	03098415","嚴陳莉蓮","陳昭文","錢經武","副總經理","賴慧君","02-23250000","1969/06/13","1991/03/12",新台幣                 10.0000元,5536203420,553620342,0,0,合併,每年,董事會,"中華汽車工業股份有限公司","02-25156421","台北市南京東路二段150號7樓","勤業眾信聯合會計師事務所","翁雅玲","許秀明","CMC","11F,NO.2 Tun Hwa S. RD., SEC.2Taipei,R.O.C.","02-27082913","0800@china-motor.com","WWW.CHINA-MOTOR.COM.TW","吳國華","經理","03-4783191#8224","873246@china-motor.com","WWW.CHINA-MOTOR.COM.TW"
"2206","三陽工業股份有限公司","三陽工業","汽車工業","－","新竹縣湖口鄉鳳山村中華路3號","	24004006","吳清源","吳清源","田人豪","協理","黃貴金","(03)5981911","1961/08/29","1996/07/29",新台幣                 10.0000元,7974896040,797489604,0,0,合併,每半會計年度,股東會,"康和綜合證券股份有限公司","(02)87871888","台北市信義區基隆路一段176號B1","安侯建業聯合會計師事務所","曾國禓","黃欣婷","SYM","3 Chung Hua Road HukouHsinchu Taiwan R.O.C","(03)5983378","sy2206@sym.com.tw","www.sanyang.com.tw","田人豪","協理","(03)5981911*1591","93328@sym.com.tw","http://www.sanyang.com.tw/Stakeholder/"
"2207","和泰汽車股份有限公司","和泰車","汽車工業","－","台北市中山區松江路121號8~14樓","	03251108","黃南光","蘇純興","劉松山","協理","謝琴韻經理","02-2506-2121","1955/04/25","1997/02/25",新台幣                 10.0000元,5461791840,546179184,0,0,合併,每年,董事會,"統一綜合證券股份有限公司","02-2747-8266","105台北市松山區東興路8號B1樓","資誠聯合會計師事務所","蕭春鴛","徐聖忠","HOTAI MOTOR","8-14F,No.121,Sung Chiang Rd.,Taipei,Taiwan,R.O.C.","02-25041749","EK010@hotaimotor.com.tw","www.hotaimotor.com.tw","戴恒祜","經理","02-2506-2121","alex@hotaimotor.com.tw","http://pressroom.hotaimotor.com.tw/zh/shareholder/feedback/fIOFUXWMm"
"2208","台灣國際造船股份有限公司","台船","航運業","－","高雄市小港區中鋼路3號","	04695235","鄭文隆","魏正賜","周志明","副總經理","高建一","07-8059888","1973/11/07","2008/12/22",新台幣                 10.0000元,9317872960,931787296,60000000,0,合併,每年,董事會,"富邦綜合證券股份有限公司","02-2361-1300","台北市10047中正區許昌街17號2樓","資誠聯合會計師事務所","王國華","吳建志","　　CSBC","3, Jhonggang RoadHsiao Kang District, Kaohsiung. Taiwan.","07-8020805","1588@csbcnet.com.tw","http://www.csbcnet.com.tw","李欽勝","財會處出納課長","07-8059888轉2739","096048@csbcnet.com.tw","http://www.csbcnet.com.tw/csbc/07/01_new.aspx"
"2211","長榮鋼鐵股份有限公司","長榮鋼","鋼鐵工業","－","台北市中山區長安東路2段100號11樓","	81188829","林耿立","劉邦恩","劉邦恩","總經理","莊婷婷","02-25135858","1973/01/29","2021/04/12",新台幣                 10.0000元,4170914630,417091463,0,0,合併,每年,股東會,"凱基證券股務代理部","02-23892999","台北市中正區重慶南路一段2號5樓","勤業眾信聯合會計師事務所","張青霞","趙永祥","EGST","11F., No. 100, Sec. 2, Chang’an E. Rd., Zhongshan Dist.,TAIPEI, TAIWAN　","02-25135799","finacs@evergreennet.com","http://www.evergreennet.com","莊婷婷","協理","02-25135701","finacs@evergreennet.com","http://www.evergreennet.com"
"2227","裕隆日產汽車股份有限公司","裕日車","汽車工業","－","苗栗縣三義鄉西湖村伯公坑三十九號之二","	80032530","嚴陳莉蓮","(代理)鐘文川","梁肇彥","協理","林淑霞","(037)875881","2003/10/22","2004/12/21",新台幣                 10.0000元,3000000000,300000000,0,0,合併,每年,股東會,"自辦","(02)25156421","台北市南京東路二段一百五十號七樓","勤業眾信聯合會計師事務所","謝建新","池瑞全","YNM","39-2 Po Kung Keng, Shi Hu Tsuen, San Yi ShiangMiao Li Hsien, Taiwan, R.O.C.","(037)874983","yulon-nissan.ir@yulon-nissan.com.tw","www.nissan.com.tw","鐘文川","代理總經理","(037)875881-1601","yulon-nissan.ir@yulon-nissan.com.tw","http://new.nissan.com.tw/nissan/brand/csr#/stakeholder"
"2228","劍麟股份有限公司","劍麟","汽車工業","－","(221)新北市汐止區新台五路一段98號19樓","	04359789","黃正怡","黃正忠","陳立儂","協理","林鼎鈞","(02)2696-2818","1977/04/27","2013/11/25",新台幣                 10.0000元,757802810,75780281,0,0,合併,每年,股東會,"元大證券股份有限公司","02-25865859","台北市大同區承德路三段210號B1","資誠聯合會計師事務所","陳晉昌","林一帆","IRF","19F, No.98, Sec 1, Sintai 5th Rd., Sijhih Dist.,New Taipei City 221, Tawian R.O.C.","(02)2696-2737","announcer@irf.com.tw","www.ironforce.com.tw","陳立儂","協理","(02)2696-2818","announcer@irf.com.tw","http://www.ironforce.com.tw/5_interestedpeople.html"
"2231","為升電裝工業股份有限公司","為升","汽車工業","－","彰化縣福興鄉番婆村彰鹿路六段546巷6號","	23219346","尤山泉","尤山泉","紀雅鈴","處長","陳俐利","(04)778-2010","1989/01/09","2010/11/19",新台幣                 10.0000元,1341234360,134123436,0,0,合併,每年,股東會,"第一金證券(股)公司股務代理部","(02)2563-5711","台北市安和路一段27號6樓","安侯建業聯合會計師事務所","陳政學","陳燕慧","CUB","NO.6,LANE 546,SEC.6,CHANG LU RD,FUHSIN HSIANGCHANGHUA COUNTY,TAIWAN","(04)778-2009","investor@cubelec.com","http://www.cubelec.com","紀雅鈴","處長","04-7782010","investor@cubelec.com","http://www.cubelec.com"
"2233","宇隆科技股份有限公司","宇隆","汽車工業","－","台中市梧棲區經二路59號","	22702791","劉俊昌","蔡銘東","吳致融","業務處副總經理","吳曉蕊","04-26575790","1987/12/29","2019/09/17",新台幣                 10.0000元,602880890,60288089,0,0,合併,每年,董事會,"中國信託商業銀行代理部","02-66365566","台北市重慶南路一段83號5樓","安永聯合會計師事務所","陳明宏","羅文振","TURVO","NO.59,Jing  Er Rd.,Wuci Dist.,Taichung City,Taiwan","04-26575780","sales@mail.turvo.com.tw","http://www.turvo.com.tw/","吳致融","業務處副總經理","04-26575790#3001","sales@turvo.com.tw","http://www.turvo.com.tw/interest_area.php"
"2236","百達精密工業股份有限公司","百達-KY","汽車工業","KY","台北市中山區南京東路二段137號14樓","	42299452","黃亮茳","黃泓杰","黃泓杰","總經理","簡懿琦","(02)7751-9850","2011/06/29","2015/06/03",新台幣                 10.0000元,457597030,45759703,0,0,合併,每半會計年度,股東會,"中國信託商業銀行代理部","(02)6636-5566","台北市重慶南路一段83號5樓","資誠聯合會計師事務所","林一帆","陳晉昌","Patec","14F., No.137, Sec. 2, Nanjing E. Rd., Zhongshan Dist.Taipei City 104475, Taiwan(R.O.C)","(02)7730-1508","eliza@patec-intl.com","www.patec-intl.com","簡懿琦","總經理特助","7751-9851","eliza@patec-intl.com","www.patec-intl.com"
"2239","開曼英利工業股份有限公司","英利-KY","汽車工業","KY","彰化縣彰化市中山路二段349號8樓","	47423487","林上煒","林啟彬","白秉諺","副理","黃聖文","04-7284956","2015/01/16","2016/01/27",新台幣                 10.0000元,1201182960,120118296,0,0,合併,每年,股東會,"永豐金證券股務代理部","(02)2381-6288","台北市博愛路17號3樓","資誠聯合會計師事務所","徐建業","劉美蘭","Cayman Engley","8F., No.349, Sec. 2, Zhongshan Rd.,Changhua City, Changhua County, Taiwan","04-7287149","spokesman@engley.net","www.engley.com.tw","白秉諺","發言人","(886)966-012239","baibingyan@engley.net","http://www.engley.com.tw/boss_page/id/73/n/50"
